#Social Body Lab - TTCResearch: https://github.com/Social-Body-Lab/TTCResearch
#Authors: Emma Cohen (emma.cohen@anthro.ox.ac.uk), Arran J. Davis (arran.davis@anthro.ox.ac.uk | davis.arran@gmail.com), Jacob Taylor (jacob.taylor@anthro.ox.ac.uk)
"GeneralIndex","TeamIDVar","AgeMonths","Sex","Q1.2TTDistance","Q1.3.1Optim","Q1.3.2Useful","Q1.3.3Relax","Q1.3.4Interest","Q1.3.5Energy","Q1.3.6Probl","Q1.3.7Clear","Q1.4.1Good","Q1.4.2Close","Q1.4.3Confi","Q1.4.4Mind","Q1.4.5Love","Q1.4.6NewInt","Q1.4.7Cheer","Q231Panicky","Q232Lively","Q233Confused","Q34Worn","Q235Depres","Q236Down","Q23a.1Annoy","Q23a.2Exhaust","Q23a.3Mix","Q23a.4Sleep","Q23a.5Bitter","Q23a.6Unhap","Q23b.1Worr","Q23b.2Energ","Q23b.3Mis","Q23b.4Muddl","Q23b.5Nerv","Q23b.6Angry","Q23c.1Acti","Q23c.2Anx","Q23c.3BadT","Q23c.4Tire","Q23c.5Alert","Q23c.6Uncet","Q2.4Circles","Q251Rely","Q251Rely.R.","Q252Cont","Q253TWork","Q254Coop","Q254Coop.R.","Q261Close","Q262Simi","Q263Talk","Q264Enjoy","Q265Thing","Q266Valu","Q266Valu.R.","Q267Oft","Q268Like","Q26a.1Personal","Q26a.2Relat","Q26a.3Attit","Q26a.4Opin","Q26a.5Import","Q26a.6EDay","Q26a.7Simi","Q271Conn","Q272Bond","Q273Commi","Q281.impact","Q282threat","Q283Affect","Q284Excite","Q285Anx","Q286Conse","Q28a.1nega","Q28a.2Impli","Q28a.3Eager","Q28a.4Long","Q28a.5Stron","Q28a.6nega","Q291Able","Q292Prep","Q293Distr","Q294Perf","Q2.10.1Comf","Q2.10.2Posi","Q2.10.3Confi","Q2.10.4Be","Q2.10.a.1Care","Q2.10.a.2Boost","Q2.10.a.3Concern","Q2.10.a.4SEst","Q3.5.1Panicky","Q3.5.2Lively","Q3.5.3Confus","Q3.5.4Worn","Q3.5.5Depres","Q3.5.6Down","Q3.5.a.1Annoy","Q3.5.a.2Exhaus","Q3.5.a.3Mix","Q3.5.a.4Sleep","Q3.5.a.5Bitt","Q3.5.a.6Unhap","Q3.5.b.1Worri","Q3.5.b.2Energ","Q3.5.b.3Mis","Q3.5.b.4Muddl","Q3.5.b.5Nerv","Q3.5.b.6Angr","Q3.5.c.1Activ","Q3.5.c.2Anx","Q3.5.c.3BadT","Q3.5.c.4Tire","Q3.5.c.5Alert","Q3.5.c.6Uncer","Q3.6.1Pain","Q3.6.2Fatigue","Q3.6.3Effort","Q3.7Circles","Q3.8.1Connect","Q3.8.2Bond","Q3.8.3.Commit","Q3.9.1Need","Q3.9.2Help","Q3.10.1Cheer","Q3.10.2Able","Q3.10.3.ves","Q3.10.4Listen","Q3.10.5Comfort","Q3.10.a.1Concern","Q3.10.a.2Can","Q3.10.a.3Encourage","Q3.10.a.4Confi","Q3.10.a.5Be","Q3.11.1Indiv","Q3.11.2Team","Q3.12.1IExpect","Q3.12.2TExpect","Q4.5.1Optim","Q4.5.2Use","Q4.5.3Relax","Q4.5.4Intere","Q4.5.5Energ","Q4.5.6Probl","Q4.5.7Clear","Q4.6.1Good","Q4.6.2Close","Q4.6.3Confi","Q4.6.4Mind","Q4.6.5Love","Q4.6.6New","Q4.6.7Cheer","Q4.7Circles","Q4.8.1Close","Q4.8.2Simi","Q4.8.3Talk","Q4.8.4Time","Q4.8.5Things","Q4.8.6Values","Q4.8.6ValuesR","Q4.8.7See","Q4.8.8Like","Q4.8.a.1Personal","Q4.8.a.2Relat","Q4.8.a.3Attit","Q4.8.a.4Opin","Q4.8.a.5Import","Q4.8.a.6EDay","Q4.8.a.7Vsimi","Q4.9.1Connect","Q4.9.2Bond","Q4.9.3Commit"
"211",226,192,208,"Female",55,4,4,3,4,2,4,4,3,4,4,4,4,4,3,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,3,1,0,0,2,0,5,1,7,7,7,1,7,7,7,7,7,7,1,7,5,7,7,7,7,7,7,4,7,7,7,7,5,2,5,5,2,5,1,3,5,5,5,1,10,10,10,10,6,6,6,6,6,6,6,6,0,4,0,4,0,0,0,4,0,1,0,0,0,3,0,0,0,0,2,0,0,4,4,0,"10","10","10",5,7,7,7,"7","7",5,5,5,5,5,5,5,5,5,5,5,5,9,9,4,4,4,4,2,3,4,4,4,4,4,4,4,4,5,6,6,7,7,7,1,7,5,7,7,7,7,7,7,4,7,7,7,6
"212",239,198,208,"Female",55,3,4,3,5,3,4,2,2,2,2,3,3,5,3,1,3,0,0,0,0,0,0,1,1,0,0,2,3,0,1,2,0,2,2,0,1,3,2,5,2,6,1,1,7,1,7,5,6,7,6,2,6,6,7,6,7,6,6,6,4,5,5,6,7,5,3,5,4,4,4,1,2,5,4,5,1,5,8,8,5,5,5,5,6,5,5,5,5,0,4,0,4,0,0,0,4,3,2,1,0,0,2,0,0,0,0,4,0,0,4,3,0,"10","10","9",5,7,7,7,"6","6",4,3,4,4,4,4,5,5,5,5,4,4,5,5,3,3,3,4,4,3,2,2,3,2,3,3,4,3,4,6,5,5,6,6,2,6,6,6,5,6,6,6,5,3,6,6,6,6
"213",251,201,208,"Female",55,3,3,3,4,3,2,4,4,5,4,5,5,3,4,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,2,2,0,0,3,0,5,5,3,6,2,2,6,5,5,4,6,6,2,6,3,6,5,6,6,5,6,3,6,5,6,6,4,4,4,3,4,3,2,2,4,2,2,2,5,9,9,9,5,5,6,6,5,5,5,5,0,0,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"10","10","10",5,6,6,6,"7","7",4,5,5,5,5,4,5,5,5,5,5,5,9,9,3,3,3,3,2,3,3,3,3,3,5,4,3,3,5,5,5,3,6,6,2,6,2,6,6,6,6,5,4,2,6,5,5,4
"214",169,165,210,"Female",45,3,3,4,4,4,4,4,4,5,4,4,5,3,4,0,3,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2,0,0,1,1,0,4,2,6,7,6,1,7,6,5,5,6,5,4,4,4,7,5,7,6,6,6,5,6,5,6,7,4,2,4,4,2,3,1,1,3,2,4,1,5,9,9,5,6,6,6,6,6,6,6,6,0,2,0,3,0,0,0,3,0,3,0,0,0,1,0,0,0,0,1,0,0,3,2,0,"7","8","10",5,7,7,7,"7","7",5,5,5,5,5,5,5,5,5,5,5,5,8,5,4,4,4,4,4,4,4,4,4,3,3,5,3,4,5,7,6,6,6,6,4,4,4,7,6,6,5,7,7,5,4,6,6,6
"215",156,160,211,"Female",45,3,4,4,4,4,4,4,4,5,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",158,160,211,"Male",45,4,5,5,5,5,4,4,4,5,5,4,5,4,4,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,2,1,4,2,6,7,3,2,6,6,5,7,6,5,3,5,6,6,5,7,6,5,6,5,4,5,5,6,4,2,4,5,2,3,1,3,5,4,4,1,8,9,8,7,5,5,5,5,5,5,6,5,0,3,0,2,0,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,"4","5","8",5,7,7,7,"7","6",4,4,5,5,5,5,5,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",213,186,211,"Female",55,3,3,4,4,5,3,4,4,3,4,5,5,4,4,1,4,0,1,0,0,0,1,2,1,0,0,1,3,0,0,3,0,3,2,0,1,3,1,4,1,7,7,5,2,6,5,6,6,5,5,2,6,5,6,5,6,6,6,7,4,5,5,5,6,4,1,4,5,3,3,1,1,4,4,4,1,7,9,10,7,5,6,5,6,6,5,6,5,1,2,0,4,0,0,0,4,0,2,0,0,0,1,0,0,0,0,1,0,0,4,2,0,"6","7","9",4,7,7,6,"7","7",4,5,5,4,3,5,5,4,4,5,3,5,4,7,3,4,4,4,4,4,4,4,4,5,4,5,4,5,3,5,6,5,5,6,3,5,5,6,6,6,6,5,6,5,5,6,6,5
"218",229,194,211,"Male",55,1,1,2,3,2,3,1,4,2,4,4,4,4,4,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,1,3,0,4,1,7,7,7,1,7,7,4,7,6,7,4,4,5,6,3,6,6,7,6,2,5,6,6,5,5,2,5,5,2,4,1,1,5,2,4,1,6,10,10,6,6,6,6,6,6,6,6,6,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,"10","10","10",5,7,7,7,"7","6",5,5,5,5,5,5,5,5,5,5,4,5,8,9,3,4,2,3,1,4,3,4,3,3,5,3,3,3,5,4,4,4,4,6,5,3,4,7,4,4,4,4,7,5,4,5,4,5
"219",253,202,211,"Male",55,3,4,4,5,4,4,3,4,5,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",250,200,212,"Male",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,0,"7","9","10",5,7,6,6,"7","6",3,3,4,5,3,4,5,5,4,4,5,5,6,7,4,5,4,3,4,4,5,4,4,4,5,5,3,4,5,6,5,5,7,5,2,6,4,7,4,6,5,6,7,2,6,5,5,7
"221",224,191,213,"Female",55,4,3,3,4,4,4,4,4,4,4,4,5,4,4,2,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1,2,0,4,2,6,7,6,1,7,5,5,5,6,5,2,6,3,7,4,6,5,6,7,4,4,5,6,7,5,1,5,5,4,3,1,2,4,4,4,1,8,7,8,5,5,5,5,4,5,5,5,5,0,2,0,4,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,4,1,0,"8","9","9",5,7,7,7,"7","7",5,4,5,5,5,5,5,5,5,5,5,5,8,8,3,3,2,4,3,4,4,4,4,4,4,5,4,4,5,5,4,5,6,4,5,3,3,7,6,7,4,5,6,2,4,5,6,7
"222",236,196,215,"Male",55,4,4,5,4,3,3,3,4,3,3,3,3,4,5,0,4,0,1,1,0,1,1,0,2,1,0,1,3,0,0,1,0,2,1,0,2,2,1,4,7,1,6,7,5,3,7,6,7,7,5,2,6,7,6,4,6,5,6,7,5,7,7,7,7,4,2,4,5,2,2,2,2,4,4,3,2,10,8,7,10,4,5,5,5,4,6,5,6,0,2,0,4,1,0,0,4,2,1,0,1,0,2,0,0,0,0,2,1,1,3,2,0,"8","9","10",5,7,7,7,"7","7",3,2,4,4,3,3,2,4,4,5,4,5,9,8,4,3,5,4,4,3,3,3,3,3,5,4,4,3,5,6,6,7,7,7,3,5,5,7,6,6,7,7,7,6,6,6,6,7
"223",238,196,215,"Male",55,5,5,5,5,3,5,4,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",252,201,216,"Female",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79004329,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,3,0,0,0,0,0,5,4,4,6,6,2,6,5,7,6,6,5,2,6,2,6,3,5,6,7,7,3,3,5,5,5,4,1,3,5,2,3,1,1,5,2,4,1,5,8,9,6,6,6,5,6,6,5,6,5,0,2,0,3,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,"7","8","10",5,5,5,6,"7","7",4,4,4,5,4,5,5,5,4,3,5,4,6,8,5,5,3,5,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,2,6,3,6,4,5,6,5,4,1,3,4,5,4
"225",217,188,217,"Male",55,5,4,4,5,5,4,5,4,3,3,5,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,1,7,7,7,1,7,7,7,7,7,4,2,6,3,7,5,7,7,7,7,2,5,6,7,7,5,1,4,5,1,3,1,1,5,2,5,1,7,9,9,7,5,6,6,6,6,6,6,6,0,4,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,0,4,0,0,1,2,0,"4","8","10",5,7,7,7,"7","7",4,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",235,196,217,"Male",55,3,4,2,3,3,3,3,2,2,2,3,2,3,2,1,3,0,2,1,0,0,1,0,2,0,0,2,2,0,0,2,0,4,2,1,2,3,1,4,1,7,7,7,2,6,7,6,7,7,7,6,2,7,6,5,7,6,7,7,6,6,6,6,7,4,2,4,5,3,3,2,1,5,3,3,2,7,7,7,7,6,6,6,6,5,5,6,5,1,0,0,0,1,1,1,4,0,4,0,1,0,0,4,0,0,1,3,1,3,4,0,0,"8","9","10",4,6,7,7,"7","6",4,2,5,4,3,2,3,4,3,2,5,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",214,187,219,"Male",55,4,3,2,5,3,3,3,4,4,4,2,4,4,4,1,4,1,1,0,0,0,0,0,1,0,0,3,3,0,0,3,0,3,3,0,1,2,1,5,3,5,5,6,1,7,7,6,7,7,7,2,6,6,7,7,7,6,6,7,5,6,7,7,7,5,2,5,3,4,5,2,4,4,4,5,1,8,7,9,8,6,5,5,5,6,6,6,6,0,3,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,1,4,0,"9","10","10",5,7,7,7,"6","7",2,2,2,5,2,4,2,3,2,3,4,4,4,6,5,4,2,5,3,2,3,5,5,5,4,5,5,5,5,7,6,5,7,5,2,6,5,7,7,7,5,6,6,5,6,6,6,7
"228",234,196,219,"Male",55,3,4,3,3,4,4,4,5,4,4,4,3,3,3,0,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,5,4,4,3,6,3,5,6,5,6,6,6,5,3,6,6,7,7,7,5,6,4,5,6,6,7,4,3,5,4,3,4,1,3,4,3,4,1,8,8,7,8,5,5,5,5,4,5,4,5,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"9","9","9",5,7,6,7,"6","7",5,5,5,5,4,4,3,4,4,3,5,5,8,8,5,4,4,3,4,4,4,4,4,4,4,4,3,4,5,6,5,7,6,5,4,4,7,7,6,7,6,6,7,5,4,6,6,5
"229",230,195,220,"Male",55,2,2,2,3,2,4,2,3,4,3,3,4,3,2,0,2,0,1,2,0,2,3,0,4,1,0,0,1,1,0,0,0,2,0,1,4,2,0,5,2,6,7,4,1,7,6,7,7,7,7,2,6,6,7,6,6,5,3,6,5,5,6,6,4,4,1,3,4,1,4,1,1,5,2,4,1,9,10,9,9,6,5,6,6,5,5,5,5,0,4,0,4,0,0,0,4,0,4,0,0,0,1,0,0,0,0,1,0,0,3,2,1,"10","10","10",5,7,7,7,"6","5",4,4,4,4,4,5,4,4,5,5,5,5,9,9,3,4,3,4,2,3,3,3,4,3,4,4,4,2,5,6,7,7,7,6,2,6,5,6,7,6,6,5,7,5,6,6,7,5
"230",233,195,220,"Male",55,4,4,3,3,2,3,4,4,3,4,2,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,1,0,0,2,0,5,4,4,6,7,2,6,7,5,7,7,6,2,6,6,7,2,6,6,7,7,3,6,7,6,7,4,1,4,5,2,3,2,1,5,4,4,1,8,10,9,8,5,6,5,5,5,5,6,6,0,3,0,4,0,0,0,4,0,3,0,0,0,3,0,0,0,0,2,0,0,3,1,0,"9","9","10",5,7,7,7,"5","7",5,4,5,5,5,5,4,5,4,5,5,5,6,9,4,4,4,3,4,3,3,4,4,4,4,4,4,5,5,7,6,6,7,7,3,5,6,7,2,7,7,7,7,2,6,6,6,6
"231",215,187,221,"Male",55,5,4,2,4,3,3,4,4,4,4,4,5,4,3,1,2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,1,0,1,2,0,5,3,5,7,5,1,7,7,7,7,7,7,2,6,7,7,6,7,6,7,7,6,6,6,7,7,4,1,4,4,2,4,1,1,4,1,4,1,6,9,9,7,6,4,5,6,6,6,6,6,0,2,0,4,0,0,0,4,0,2,0,0,0,1,0,0,0,0,1,0,0,4,3,0,"9","9","10",5,7,7,7,"5","5",3,4,3,5,4,2,3,3,4,4,5,5,6,6,4,4,3,4,3,4,4,4,3,4,4,5,3,4,4,5,5,4,5,4,3,5,3,6,4,6,5,4,5,4,4,4,5,6
"232",244,197,221,"Male",55,4,4,5,4,3,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,7,1,7,7,1,7,5,5,5,7,6,1,7,2,7,5,7,6,7,7,2,5,6,7,7,5,1,5,5,1,5,1,1,5,1,5,1,10,10,10,10,5,6,6,5,4,5,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"5","4","10",5,5,5,4,"5","5",2,4,4,4,4,3,4,4,4,3,5,4,6,7,4,4,4,5,5,3,4,5,4,5,5,3,4,5,5,5,5,2,5,7,2,6,2,7,5,5,6,6,7,1,5,6,7,7
"233",237,196,222,"Male",55,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,4,0,1,0,1,1,1,0,1,1,1,1,4,1,0,0,0,2,1,1,1,3,1,4,3,5,6,5,5,3,6,5,7,6,6,3,5,6,6,5,6,5,5,6,5,5,6,6,7,4,2,4,4,2,2,2,1,3,2,4,2,8,8,8,9,5,6,5,5,5,5,5,5,0,1,0,3,2,2,2,3,3,3,2,1,0,1,2,3,1,1,3,1,2,3,2,1,"8","8","9",4,6,7,6,"5","6",3,4,4,4,4,4,5,5,5,5,4,5,7,7,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,6,5,6,6,6,3,5,6,6,5,7,6,5,6,5,5,6,6,7
"234",232,195,223,"Male",55,4,4,3,4,3,4,3,4,4,4,4,4,3,4,1,3,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,3,1,0,1,3,1,4,4,4,5,5,3,5,6,6,4,6,6,3,5,4,6,2,6,6,5,6,2,6,5,5,4,5,2,4,4,2,4,2,3,4,2,4,2,8,9,9,7,4,4,3,4,5,4,5,5,0,3,0,2,0,0,0,2,0,2,0,0,0,3,0,0,0,0,3,0,0,2,2,0,"7","6","10",5,6,6,6,"6","6",4,4,4,4,4,4,4,4,4,4,5,5,8,9,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,6,5,5,6,5,3,5,4,5,4,6,5,6,6,3,5,5,5,5
"235",246,197,224,"Male",55,5,4,4,3,4,2,4,5,3,4,5,4,5,5,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,3,1,0,1,3,1,5,2,6,6,5,3,5,6,5,4,7,5,2,6,3,7,3,7,6,7,7,2,5,6,6,7,5,1,5,5,4,5,1,1,5,4,5,1,10,10,10,10,6,6,6,6,6,6,6,6,0,3,0,3,0,0,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,3,1,1,"8","7","9",5,7,7,7,"4","5",3,2,4,4,3,4,5,5,5,5,4,5,8,9,5,5,5,5,4,5,4,4,3,4,5,4,4,5,5,6,6,2,5,5,2,6,3,7,4,6,6,6,6,2,6,5,5,5
"236",220,188,229,"Female",55,3,3,2,4,2,2,4,3,4,3,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,1,1,3,4,3,3,1,1,0,3,1,1,0,1,1,2,0,3,2,0,"10","7","10",4,6,7,7,"6","7",5,5,5,5,5,5,5,5,5,5,5,5,2,8,3,4,3,4,2,3,3,4,4,3,3,4,3,3,2,4,6,4,5,6,2,6,2,7,5,6,6,3,4,1,5,4,4,6
"237",231,195,235,"Male",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,1,0,0,3,3,5,7,3,1,7,3,7,3,6,6,1,7,2,5,1,5,6,5,6,2,5,4,4,6,3,1,4,3,2,1,2,1,3,1,4,1,5,9,10,7,6,6,4,5,4,4,6,4,0,2,1,4,0,0,0,3,0,2,0,0,0,1,0,1,0,0,3,0,0,4,1,0,"7","7","8",3,5,5,5,"6","6",4,3,2,5,4,4,4,4,3,2,4,5,3,8,5,3,5,4,5,3,4,5,4,4,5,5,4,5,3,4,6,4,5,5,2,6,4,5,2,6,6,6,6,2,5,6,6,6
"238",28,108,NA,"Female",35,4,3,4,4,4,4,4,4,4,4,5,5,3,4,2,2,1,1,1,1,0,1,3,1,0,0,2,1,1,1,2,0,2,2,1,2,2,2,4,4,4,6,5,2,6,6,6,6,6,6,3,5,6,6,5,6,6,5,5,6,4,5,6,6,5,4,5,5,5,4,1,2,5,2,5,1,6,8,8,6,5,4,5,5,5,5,5,5,0,3,1,3,0,0,0,3,3,3,0,0,0,1,0,1,1,0,3,1,0,4,2,0,"7","8","10",4,6,6,6,"7","7",4,4,4,4,4,4,4,4,4,4,4,5,8,7,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,6,5,7,6,5,3,5,7,6,6,6,6,5,6,5,5,6,6,6
"239",245,197,NA,"Female",55,4,4,3,5,4,4,3,3,4,3,2,4,5,4,3,3,0,0,0,0,0,0,0,1,0,0,4,2,0,0,4,0,3,4,0,1,2,3,3,3,5,7,7,1,7,4,5,5,5,5,3,5,4,6,2,4,5,7,7,5,5,4,4,7,5,2,5,4,5,5,3,4,5,5,5,3,7,9,9,7,5,5,6,6,5,5,5,5,0,1,0,2,0,0,0,2,0,3,0,0,0,1,0,0,0,0,3,0,0,2,0,0,"7","5","7",4,6,6,7,"7","7",5,5,5,5,5,5,5,5,5,5,5,5,9,9,5,4,3,5,4,5,5,5,5,4,4,4,5,5,4,5,5,5,6,6,2,6,5,7,3,5,7,7,7,4,6,4,6,6
